actor_id,movie_id,role
145617,54466,Leonardo Davis (Captain Court
145618,319502,
145622,218825,Ned Connors
145672,301621,Maxwell Oliver
145682,68538,Himself
145771,207951,Justice of the Peace
145810,244316,Montano
146031,202266,
146453,330777,
146472,56297,Directeur de Prima
146532,306851,
146774,220049,
147175,217295,
147281,66581,Dr. Gus Williams
147392,110829,Felix
147432,345852,Garvin
147446,342121,Inspector Smith
147489,274846,"Owen Conway, at Twenty-Five"
147566,30668,The Mesmerist
147640,167911,Jin Ming
147747,106994,
147771,192345,
147860,26311,Michael Brauer
147901,84521,Doctor #3
147946,325143,"Black John, village ruler of "
148404,261998,Dr. Vass
148537,239398,Pancho Gomez
148657,213723,
148755,207011,
149127,299483,
149191,104888,
149382,329517,Ballroom Dancers
149606,305176,
149854,253506,Himself
149883,369325,Vater
149935,115912,
150009,185592,Lucard
150130,180339,Himself
150251,273919,Himself
150457,354212,
150589,202031,Brother Nemanja
150604,47839,
150635,20187,
150722,364834,Alexander P. Galloway
150722,370567,"Whitney Mills, R.R. Superinte"
150878,26420,Larry
151073,256862,
151107,292442,
151498,366040,As Himself (Donovan Quick)
151672,143658,
151748,269979,Price
151891,65044,The Christ
151891,367505,Robert Livingston
152110,227704,Mosca
152216,33105,
152519,304185,Journalisten
152558,226332,Charly
152755,247040,Louis
152809,87156,
152957,260454,Himself
153140,56424,Phillip Mortimer
153247,253915,Michael
153446,38205,
153744,190004,Casting Director
154064,345852,Dr. Johnson
154126,108065,Fenton
154130,92556,Professor Hagedorn
154212,108227,
154672,225819,
154952,54466,George Granville
155048,100662,Peppo Briggs
155149,115045,Himself
155201,29542,
155201,315170,
155203,141788,Undetermined Role
155224,41006,Bob
155467,117092,The Tenor
155644,118147,
155692,354272,Himself - Accepting Best Lead
156059,363673,Judge James Morrell
156244,312124,Skomager Tokkerup
156453,319502,Randy Rogers
156649,265279,
156866,241700,Charles Hargreaves
156906,64078,Dancer #1
157005,146010,The grouch
157039,68027,Himself
157298,304172,Antonis Efthimioy
157534,54930,Sam Lawson
157789,94213,
157821,280317,
157865,81615,Pacho
157881,289332,
157955,107987,
157988,312116,
158014,332081,'Bull' Flint
158060,372843,Victor Reymier
158144,138275,Albert Neuenfeld
158175,220573,Nancy Wilson
158185,220573,Billy Cummings Wilson
158199,354074,
158259,59193,Alphonse Washington III
158352,304801,Her Father
158690,742,Himself
158857,333057,Jim Hazen
158895,10550,Himself
158966,235889,Som Imaginário
159047,187529,Bebeto
159149,324385,Kozad
159365,370615,Hill
159402,131928,Charlie Beary
159402,220431,Charlie Beary
159573,147226,Jellinek
159902,174763,
160393,179798,
160590,255246,Losfeld
160691,46686,Warehouse Foreman
160700,289524,Max
160720,265632,Sander
160813,106318,
161007,220724,Monostatos
161112,161604,
161207,3454,Yu Zhiqin
161209,12723,Cheng Haiqing
161344,189025,Francisco
161534,239380,Higa
161548,167480,Tonkichi no Oyaji
161554,179375,Seiji Kano
161618,228378,
161999,234154,Tamura
162197,366566,
162367,179376,
162471,177756,Kinkotsuman/Hydra Gan
162471,316619,
162495,322488,
162497,347675,
162722,312600,Johnny
162833,120847,Nils Stenssøn
163055,250881,Karinyan
163461,26311,
163848,8196,Himself
164045,69472,Himself
164456,323964,Harvey
164510,613,Narrator
164745,325888,Manfred Ottmann
164954,124809,Adamuri
165004,149999,
165004,363151,
165083,337328,The Follower
165193,366566,
165295,58924,
165297,212736,Palakkad Mani Iyer
165504,247915,Allen
165556,94447,Du Haitao
165568,94447,Li Liang
165723,188825,
165886,304080,Biker
166125,80338,Martín
166198,91333,
166255,143688,
166329,135201,Alberto
166400,81615,
166646,246419,
166779,106641,Sheriff
166978,303872,
167027,212630,Salvatore Sanchez
167102,263720,Chevron
167191,173020,Korotkov
167410,27916,Lo
167411,27916,La père de Mathieu
167562,135201,Daniel
167848,72275,
167924,257750,Ryland
168079,148067,
168097,295180,Giacomo
168137,173750,
168173,92074,Rafus
168516,207570,
168783,296768,Medical Examiner
169045,253915,Slightly
169054,81337,Teasure hunter #1
169096,224390,
169239,335320,Co-Pilot
169296,109653,Hendricks
169738,29086,Sheriff
169943,42693,
169951,316619,
170388,177904,Robert Mertens
170394,295180,Ferruccio
170441,111394,Narrator
170489,190004,The star
170681,192238,Reverend
170787,4831,Bretiner sr.
171106,226940,Lord Lovelace
171107,81574,Captain Hawkes
171382,120271,Todd
171382,242044,Chris
171581,229963,
171606,357034,Le père
171685,42966,Colline
171847,275351,
171987,248048,
172042,12532,
172383,230818,
172383,245078,
172526,138309,Randall
172584,125300,
172604,138275,Manfred Lebus
172604,202667,Kuschke
172672,352070,Willy Lackner
172872,145812,
172939,159479,Gaugin
172955,78912,Cedric Constable
173000,53395,Narrator
173078,359933,Man
173607,196235,Cowboy
173748,171234,Steve
173768,330236,Stephen Lee
173844,229104,Herr Simonetti
173974,90928,The Preacher/Zealot
174102,180353,
174286,289870,Taras Platonovich
174289,213950,Dairy Farmer
174464,229104,"Massimo Pagano, als Kind"
174624,76951,Ruffian 3
174981,125300,Ernst Werner Gottschalk
175337,178188,Merson Torrey
175337,301980,Judge
175715,125297,Singer
176325,238529,Himself
176457,5505,Tommy O'Dell
176545,71410,
177077,109782,Arnold Morgan
177214,45640,Jack Palmer
177285,339999,
177638,297093,
178102,145228,
178328,49726,
178768,233771,Reporter
178861,347562,Himself/Dan Conner
179034,239790,Bucket
179122,201954,
179281,290350,Himself - The Mad Russian
179346,193540,Nick Bartaloni
179355,238721,
179380,142424,DiAngelo
179407,372843,Hugh Stanton
179410,18973,Bärtiger Sektenmitglied
179434,287133,
179735,267530,
179787,109653,
180052,212630,Colin Malone
180224,352070,
180301,109782,George Castleman
180387,364933,Erich
180413,309574,Happy Husband
180536,356449,
180694,301299,
180777,139996,Arun Chauhan (Suraj's brother
180842,65493,
180894,91333,
180969,243363,Warrior
180979,258891,
180979,270443,Godhead
181234,29550,Cantor Yeruchim
181350,16887,Richard
181638,79231,
181837,94976,The Duke
181837,195315,Footman
182237,296768,Reverend Hayworth
182388,173739,
182447,49726,
182454,217081,Bernd
182747,305631,Picnicker
182962,68534,Singer
183621,360582,Willie
183877,359211,Narrator
184192,312646,
184281,159171,Marduk
184481,180891,
184481,307162,
184523,26487,
184678,262219,Deda Bartunek
184814,108743,Giovani
184836,147219,
184836,180891,
185021,46662,Tango Heinz
185169,226940,"Cecil, as a child"
185588,151823,
185695,326525,Makar Rvatskyj
185972,302301,
186786,184553,Frits Triddlefitz
187155,112514,
187177,201676,Himself
187294,87191,Aleksej Svorykin
187301,148963,Tutti-Frutti Johnson
187553,248310,
187572,258369,
188292,29548,
188292,136961,
188368,237574,
188680,337328,The Tracker
188691,47839,
188767,295835,Herr Schmid
189010,107827,Sergeant Grun
189242,76709,
189305,376214,Bykov
189550,297093,
189707,362441,Doshe
190090,240951,The Man
190134,65228,Poseidon
190392,57508,Guillaume Féraud
190440,63237,Marc
190696,239243,
190848,25633,
190901,63801,
190901,173422,
190955,118105,
191008,84505,
191013,60649,
191013,217352,
191306,42846,
191800,286654,
191954,50242,Kæmneren
192185,236311,Himself
192310,345532,Himself
192484,246308,Lovre
192565,22040,
193046,9081,
193159,315162,Minister
193248,366882,Shooting Victim
193295,244910,
193441,367505,"Hilda's Father, Andrew Martin"
193463,359201,MacDougal
193506,12428,Himself - Leader of The Bucca
193708,83220,Himself
193730,29256,Dombrowsky
193860,252301,Mr. Bitts
193869,174307,Vilho Tuppurainen
193902,120847,Bjørn
193987,179375,Juzo
193987,239321,Harashima
194164,27665,Syukri
194217,293090,Stick Insect/Chameleon
194348,300763,
194358,233826,Himself
194366,77934,Colonel Jack Forbes
194474,65228,Perseus
194561,214644,
194978,243905,
195000,303582,
195314,230595,Vikas's Father
195884,184553,Grev Axel von Rambow
195905,129007,Antonio
195964,312124,Baron Ebersdorf
196062,309141,Alcina's servants
196157,13951,Mr. Pink
196157,257750,
196291,267025,
196462,274846,District Attorney Ames
196671,44447,
196814,369151,
196817,345678,Edmont de Savigny
196837,47996,Himself
196924,46662,Cassidy
196928,76951,Rowdy
197180,72815,Robert
197511,267484,Mark Healy
197835,173750,
197902,360821,God
198170,238529,Himself
198242,191512,Himself
198529,286708,Raleigh
198596,203147,Joe Coleman
198671,144637,Bill Donovan
198693,69905,Himself
198885,237568,Sergeant O'Malley
199370,310697,Good Speechmaker
199370,362128,Man in School
199795,16328,Gårdejer Mads Madsen
199829,27665,Bakar
199858,357034,Le peintre
199954,338271,Bartender
200135,327719,Hunter
200318,341426,Truck Driver
200399,234895,
200487,106893,
200649,59302,Himself
200649,234455,Himself
200747,316252,Narrator
200808,742,Himself
201040,207860,Marcus Netherby
201040,263266,Stanley
201122,354487,
201299,346200,George
201305,201719,Himself
201530,315648,Himself
201698,301621,Pringle
201994,26420,George Lloyd
202143,125835,Richard Lavender
202310,120791,
202325,65477,The Hawk/mysterious stranger
202325,83594,
202422,339593,David
202786,335729,Cyrus Bumpstead
202817,278917,Jock
202924,324605,Lääkäri
203098,174307,Olavi Torkko
203309,42693,
203339,102227,"Ralf, Ullas Freund (Friend of"
203542,314884,Jeremy Saunders
203587,215586,
203992,40084,Singer
204111,109618,The City Beau
204111,143349,
204280,223951,Charles aka Charlie
204373,75842,Shorty
204468,129850,
204551,354886,Uncle Ed
204610,74305,
204660,346200,Bit Part
205061,333324,
205128,60649,
205128,165144,
205178,105622,Swimmer
205191,349141,Kansakoulunopettaja
205564,109822,
205762,260442,Himself (biologist)
205861,120271,Oscar
206254,148737,
206425,50242,Harry
206542,18973,Peter
206601,141498,Sol Bloom
206698,165418,Jonathon
207036,180386,Kylänmies
207054,174189,MIF trió
207150,54930,Matt Helmsley
207195,350181,First Soldier
207224,75842,Judd Martin
207542,162419,Blair Maitland
207547,327719,Sergeant Brace
207747,239321,
207748,164024,Kamiya Hisataro
207817,102327,Karhu
208114,258818,
208115,222861,Butong
208179,378559,
208428,278893,
208581,283061,Marcello Scalzi
208918,95975,
209160,282276,Tetsuro Muraki
209194,63237,Le père
209372,313,
209415,164024,Ochi
209461,359211,Himself
209873,270443,Isaac
209894,117533,Gustav (and Adolf)
209962,17534,
209982,312415,Chaiman
210393,339040,
210442,16990,Young Gerald Middleton
211173,337664,'Texas' Blanco
211214,45640,
211333,309141,Conductor
211344,48442,
211647,274450,John Bancroft
211694,86397,Oscar
212062,153752,Cohen
212294,330264,
212464,143861,
212789,197409,
212792,44447,
213268,191194,Antti
213427,362521,Speaker
213606,298121,Captain
213803,29256,Hart
214627,322077,
214640,189793,Stefan
215145,283175,
215145,362875,Joey
215387,11468,
215791,290984,Narrator
215888,183340,Himself
216103,239380,Ramen Shop Tenin
216110,66258,Man with paradentosis
216196,324537,
216242,234457,Michal Lary
216696,77357,Serge
216766,286978,
217585,332281,
217712,203645,
217966,49467,
218082,191123,Hung
218082,201867,Himself
218656,171622,
218676,357788,alokas Hakkarainen
218850,61382,
219067,98495,
219383,158869,Lucano
219533,180404,
219556,187033,
219557,165521,
219557,167888,
219791,66258,
219848,239068,Wyndy
220043,173147,Voice
220162,156619,Narrator
220265,53140,Drengen Billy
220313,164079,
220328,165916,"Himself - Mayor, Randers"
220341,355722,Formaggino
220615,198996,
220891,13601,Kihei Ishiyama
220961,280317,
221115,322488,
221403,174189,MIF trió
221647,133397,
221695,58365,
221696,208682,Goro
221773,29542,
221950,173739,
221975,34384,
222054,361783,Sheriff Hardley
222329,34384,
222608,50868,Gappert
222669,129611,
222806,331769,
222921,87344,Various
223149,144497,
223917,375339,
224298,141547,
224734,97848,
224937,359887,
225148,364913,Dr. Georg Wiesel
225149,154284,Himself
225361,119736,Speaker
225718,295835,Frank
225767,201053,Himself (Special Appearance)
225769,288827,
225798,4233,
225815,20357,
226186,54722,
226755,145812,
226932,165521,
226945,63488,
226953,307540,
227013,246308,Ljubo
227087,359153,
227279,226198,
227326,87664,Himself
227701,359588,Soldat allemand I
227703,258666,
227935,205669,
228392,201954,
228714,147226,Pácalt
228751,248048,
228956,339853,Dad
229262,192826,Himself
229413,255385,Dok-bul
229432,308955,
229584,301092,Siegfried
229875,236287,
229946,296573,Zhu Guanghan
230311,227204,Jeong Cheol-min
230319,163679,
230321,81498,
230332,226555,
230405,319142,Philip Dwight
230466,261418,Himself
230525,47418,Mr. McClure
230568,4831,Georg Lammertin
230593,174715,"Göran, Annika's Father"
231020,341426,Tub Cleaner
231087,192190,
231087,195315,The Gardener
231166,22198,
231190,145936,
231294,50440,Wally Wickover
231913,16990,Gerald Middleton
232073,159479,Surgeon
232092,367040,Bill Austin
232253,325143,"Lord Greystoke, Tarzan's uncl"
232694,113556,Himself
232759,55822,Himself
233104,346266,Himself
233471,314685,Ray
233736,249716,
233875,178461,Cemal
234104,106641,Horgan
234263,118094,
234658,24479,Newsman
234774,16632,
234977,189231,Jeong Man-cheol
234980,53288,Zhu Menglong
234984,155126,
235092,100662,"Domenico, a Castle Servant"
235110,238694,Milton and Others
235277,191672,
235277,207152,
235306,252575,
235440,106285,
235448,255385,Silent Man
235468,125297,
235514,144712,Philipp
235615,191194,Spiegelberg
236384,16328,Kommis Søren
236452,10316,Fishenzon
236789,298825,Man Who Takes Hiroko to Fortu
236995,175889,
236995,300302,Mooshikasura
237263,24129,
237520,159990,Louis Doucet
238204,91092,
238505,344945,Okada
238518,63801,
238571,169008,
238902,285900,
239049,58365,
239074,288245,
239094,326872,
239098,230595,Vikas Pande
239174,22040,
239174,164079,
239174,254347,
240342,349360,
240357,178386,
240420,334504,
240587,33826,
240763,239385,
240803,169833,Soichiro Kamizaki
240959,160976,Karioke singer
241074,13601,Hayato Naito
241188,221596,Humador
241423,61457,Heiichiro Okawa
241525,61457,"Tokio, Wakako's brother"
241835,265279,
242479,296893,Texas
243028,235745,
243733,41872,
243877,331769,
244127,181117,
244622,5563,Inspector Angus Blake
244715,25613,
245028,312116,
245064,208215,Milan
245287,199604,Etienne
246104,294587,Kidnapper
246138,326872,
246410,234301,Golova
246892,210048,Christian
247211,261993,On-camera Host
247481,78200,
247557,299014,
247558,299014,
247589,51006,
247589,167888,
247589,285213,
247656,294479,Dong-ho
247717,165090,Hae Ryong
247727,165090,White
247730,163679,
247760,227204,Kwan Hyuk-su
247987,91092,Suneo Honekawa
248006,140036,Psychiatrist
248269,114666,
248329,5505,David O'Dell
248341,194603,Narrator
248453,213950,Man in restaurant
248763,38810,"Jack Cardew, His Son"
249080,175068,Mehmet
249106,318810,Quincy
249113,29086,Bill Henry
249214,142240,Herbert Treusch
249507,234895,
249710,325397,Kommissar Philipp von Burg
249982,282276,Tsutomu Kikuchi
250165,37768,
250241,173147,Voice
250583,59193,Father
251264,181335,
251357,93294,Abraham
251484,159872,Narrator
251484,188973,Narrator
252021,234301,Chub
252132,271355,Alex Saxton
252635,159171,Soviet MP
253739,348023,
253932,350575,
254046,189231,No Sang-gu
255644,33799,
255762,129007,Sebastiano
256106,165818,His father
256405,267383,Sam
256546,318592,
256918,267025,
257695,165818,Tobiás
257855,300302,Lord Shiva
257855,339999,
257982,315351,Son
258851,29663,Eric Westbrook
258917,63410,
258917,155957,
259537,174234,
259690,321971,Carl Ulrik Alsmeden
260304,52445,
260374,298252,Rika Fujio
260506,209432,Narrator
260660,253719,Charlie Palmer
261046,349360,
261155,225972,
261167,354074,
261617,180386,Kylänmies
261758,182435,Narrator
262016,318371,Sugar Valentine
262699,51613,Tito
263275,118731,Himself
263572,362739,James Gwyn
263797,358688,Siegmund
263836,261945,
264002,191123,The Master
264712,114582,Charles
265142,319142,Thomas
265142,360506,Georgie McCarver
265841,278893,
265937,315351,Father
266480,369376,Narrator
266689,20497,Ponytail
267053,69583,Le maire
267085,12532,
267315,247915,Ralph Blaylock
267765,234254,
268118,48442,Kent
268279,69532,
269103,359201,Robin Gray
269396,129850,
269595,21446,
269627,143105,Willard Gordon
270359,28992,Un photographe
271080,13046,
271578,155957,
271647,23318,Narrator
271730,78200,
271792,288180,
271797,123471,
271828,163996,Ho-geun
271945,187033,
271946,163996,Gwang-ho
272014,243905,
272019,258938,
272019,308955,
272161,67133,
272297,168889,Jin-su
272307,288180,
272343,63410,
272343,226555,
273322,208215,
273783,77357,Duc d'Orléans
273783,207260,Vandreuil
274634,191659,
274799,108860,Shtusha-Kutusha
274930,60425,
275015,136961,Fernando
275202,169581,
275243,40641,
275678,187397,Narrator
276210,13547,
276902,112593,
276902,176280,
277113,61824,"Theodore Ainsley, the girls' "
277265,76621,Jerry--Arguing Employee
277519,61992,Bruce
277523,297301,Yu Zhenghai
278282,258794,Krumyn
278432,197473,
278716,106285,
279117,75687,
279349,162419,David Ritchie
279391,364913,Herr Zumpen
279395,269729,Max
279395,309570,
279749,333251,Narrator
280067,87156,
280314,357543,
281035,167404,Jiaxing
281076,12723,Shi Lei
281133,181117,Gena
281219,78912,Captain James Morrison
282151,306862,Professor Beerbum
282649,26487,
282652,137003,Björn
283127,72226,Joe
283435,5904,
283519,233771,Steven
283557,161511,Honorable Cecil Winthrope
283557,163919,Sir Brian
283559,24479,Defense
284819,199604,Hiram Bent
285631,226364,
286106,200455,
286663,187011,
286801,13046,
286879,226364,
287933,187151,Neighbor
288623,97417,
288623,149999,
288623,363151,
288756,337664,Ned 'Dakota' Keegles
288788,32257,
288809,224390,
289084,54722,
289357,98346,
289528,189793,
289569,183917,The Angler
289570,229963,
289604,51033,
290067,192238,Undetermined Role
290121,335729,Rev. Stump
290167,308999,Mr. Reynolds
290261,22840,Myred Face
290261,169180,
290475,187529,Eduardo
290785,72226,Justice of the Peace
291146,5825,The Sheriff
291970,353348,
292074,225702,
292989,96769,Himself
293031,193824,Screwy Squirrel
293499,22929,
294224,225972,
294322,143055,Fred Jane
294360,197,
294450,13733,
294482,79932,Waiter
294501,69532,Roland
295152,361772,Ranger
295741,22198,Anil
295916,187151,Brother
296451,195955,
297828,184085,Himself/Narrator
298006,196688,
299533,35847,
299757,274871,Himself
299816,273483,Himself
300290,113459,Prison Guard #1
301395,58319,
302549,124155,
302994,51613,
303049,13182,
303105,357543,
303322,334378,Thug
303373,160732,Mustakim
303852,45431,King Channing
303871,50868,Customer #2
304747,281220,
304910,68072,Jake
305430,239385,
305797,11923,
306062,147219,
306122,174234,
306734,48730,Bosko
307294,252914,
308453,25462,
309532,114666,
309674,54534,Jack Laird
309674,360506,Monty Garside
309845,145944,
310882,192190,One of the Soldiers
310992,190307,Steven De Koven
311831,231021,Snookums
312010,47659,
312304,140010,
312993,233826,Himself
314286,222861,Dado
314498,227008,Roy Anderson
315359,43023,Fefe
315631,171392,David
316792,148067,
316862,73911,Waiter
316918,260380,Popeye
317286,241943,
318131,67725,
318433,239243,
318503,168448,John/Tarzan
319868,344945,Tadashi Yamao
320168,352466,Amadeus
320219,140438,
320681,357505,
320763,35847,
320972,234452,
320995,324537,
321729,242394,Narrator
321899,22930,
322257,150882,Mr. Manning
322528,312422,
322604,159990,John Wyndham
323176,137808,Steven
323978,255510,
324304,227008,Jesse Tate
324433,141627,"Cpl. Allison, USMC"
324575,299094,"Isono, Minoru"
324824,313,"Yamagami, Hiroyuki"
324914,140438,
324914,370417,
325815,173680,
326063,137003,Amancio
326181,71006,
326219,358688,Hunding
326299,258369,Dr. Drake
326486,271280,Himself
327248,5563,Jarvis
327737,99325,
327863,276433,Store Owner
328015,375758,
328314,239790,Man At Counter
328748,143055,George Moore
329078,272877,
329381,97417,
330143,55486,Himself
330269,340532,
330333,191305,
330342,68534,Himself
330368,281473,
330510,252385,Bruce Victor
330630,341283,
330677,131974,
332033,30668,
333238,118864,Himself
333766,357734,Pozzo
333904,258891,
334190,273759,
334291,72772,Fred Millard
334291,118438,Richard Hardy
334291,365096,Jack
334714,188973,Himself
334861,326224,
335228,299094,"Sakai, Makoto"
335398,41055,
335735,281473,
337193,333057,Ed Larned
337221,329636,
337541,322077,
337550,204630,Mephistopheles
338142,8613,
338431,350575,Meesala Venkaiah
338718,318592,
338957,341283,
339416,36624,
339543,19605,
340087,32573,Donald Duck
340087,89294,Donald Duck
340087,333148,Donald Duck
340483,228378,
341645,258666,
341671,364933,Kurt
341720,127118,Jeremy Foster
342320,234455,
344383,175546,Honoree
345490,33799,
345592,343785,
345942,354183,Robert
347285,85542,
348139,54648,
348181,41872,Fettkloß
348392,246488,"Henry Shoesmith, Jr."
348432,356449,
348507,243560,Jaime
348648,213893,
349156,258818,Narrator
349836,112076,
349952,114735,Husband
349952,362118,
350369,283175,
351239,289221,
351395,150882,Norton
351767,281180,
351989,50440,Bill Lustig
352110,148503,Narrator
352275,210048,Yves Mueller
352873,212419,
352875,170139,
353191,144497,
353385,374467,
354062,161511,Thomas Blake
354370,129611,
354480,11923,
355226,371321,
356307,197,
356439,117248,Ortega
356455,210063,
356670,275846,
357255,246751,Himself
357823,163068,
358574,178386,
359324,161278,Himself
360116,167353,
360625,251588,
360677,310697,George Johnson
360755,213723,
361265,117673,Chris Peterson
361612,125395,
361770,180353,
362678,218639,
362714,258938,
362732,215435,Min-soo
362892,323839,
363480,272619,Voice
363853,4407,
364336,87148,Himself
364615,299614,Jay Bannerjee
364935,231818,Martin
366460,251588,
367546,263266,The King
368456,293116,Himself
369551,359933,
371585,37768,
371951,272195,
372458,169783,
373146,112593,
373146,176280,
373382,209432,Farmer
373756,174763,
374131,358354,Yossel
374425,345347,
374611,217655,Récitant/Narrator
375091,100541,
375182,10996,
375471,292761,
375475,40178,Narrator
375860,243772,
376297,352466,
376584,236421,
376897,115650,
377755,346661,Michel
378285,224688,
379510,320556,
380059,149089,
380291,305964,Slippery Slim
380408,35477,Narrator
380981,220049,
381622,157378,
382380,183340,Special Guest
382929,180404,
382975,72772,Mark Winfield
384099,260567,
385697,53288,Zhu Mengfei
387085,58550,
387382,375339,
387424,234452,
387758,372509,Himself
387852,173214,
388657,82908,Julius
389008,18119,
389008,318890,
389438,4960,
389541,209231,
390044,199430,
391335,24796,
391445,355337,Brother Paul
391470,347083,
391885,112591,Dr. Shaw
392053,281180,
393102,54648,Gen. Belmondo
393928,109822,Father Beauclaire
394922,275934,Narrator
394922,275939,Narrator
395713,274296,Sean
395859,209231,
396320,273483,Himself
397986,300071,
398011,214517,Draconian
399799,218210,Lehrer
399861,117092,Jack
400257,332971,
400350,162645,
400712,104409,
400827,166036,
400936,368486,Narrator
405117,198996,
405331,225819,
407616,358354,Mendel
407793,374467,
411228,214213,
412141,86475,Narrator
413618,122402,Julien Leduc
414783,235997,
415484,111425,Humane Society of the US
415568,298825,Hiroko's Husband
416466,160732,
416989,72722,Chance LaRue
418575,122471,Jimmy Bergman
418641,163068,
419018,126273,Locutor
419416,267383,Joe
420812,89093,
421116,207942,Chyron
422041,8045,
422053,272877,Narrator
422079,126076,
422079,231021,
422282,94749,
425956,207942,Nonaka
426185,117248,The Lumber Merchant
429179,72815,Jack
429606,173214,
429981,214213,
430034,95131,
430103,303582,
430164,183917,
430349,22840,Sack Mennet
430349,109618,Zeke
430349,196040,
430641,33293,
430641,234254,
431107,207883,Récitant/Narrator
431689,42846,Walter
431851,118105,
431851,125345,
433363,296893,Dan Morgan
433861,201529,
433916,340532,
434445,354539,Narrator
435494,16114,Oka
435509,16114,Murata
435559,81498,
435571,153430,
435571,169008,
435571,285213,
435571,285844,
435576,155126,
435576,166783,
435576,285844,
436470,131751,Aaron
436512,98600,Kenichi Shindou
437302,244701,
437302,319771,
438693,8045,
439607,57243,
440566,350295,Sexist drunk
442849,207152,
443387,94749,
444429,114735,Narrator
444429,236121,Narrator
444429,362118,
445687,248310,
445984,7211,Advocat Zimin
447504,353348,
448121,275673,Ron
448264,338422,
452242,277297,Jack Green
452532,71757,George Marshall
454114,201529,
456907,63757,Pinocchio
459444,122093,
459444,370417,
461019,365096,Grady/Millicent
461095,361772,Tom Wilkes
461211,141547,
462856,357734,
463656,55761,
463973,192826,"Himself - Bodyguard, UN"
464347,261339,Krap
464825,98600,Takayuki Mizuno
465054,179376,
465488,310083,
466163,293475,Shinzaburo
466940,254347,
467400,22930,
468629,47903,
470189,257708,Andy Panda
471171,105705,Queen Mary
471173,304172,Artemis Vathis
471455,46686,Edgar MacBeth
471607,130405,Narrator
471986,57243,
472016,286708,Narrator
473450,125345,
473591,236287,
475003,305964,Mustang Pete
475317,323839,
476142,339040,
476864,57925,
477335,243560,Vendedor/Seller
478731,293757,Narrator
480699,151923,
481485,169783,
482066,45309,Randy
482533,256862,
483508,307732,
484188,122093,
485055,350295,Stuart McColl
487552,249716,
488096,45544,
488289,40641,
490681,99962,
491003,55761,
492553,253719,Dubois
493366,199561,
495224,223364,Soldier Hero
496627,118438,Clyde Van Ness
499155,169581,
499788,196241,
499934,67784,
500481,316252,Narrator
501842,47903,Himself
501947,81337,Treasure hunter #2
502798,224029,William Harvey
504858,145944,
506827,181335,Jindrich VIII.
508701,337189,
509175,216470,
509220,260442,Narrator
509220,260454,Narrator
509220,316009,Narrator
509261,137203,Narrator
509325,238721,
512774,241616,
514734,369522,Raj
518296,167835,Manager Fang
518599,315648,Himself
519130,302898,
519131,167835,Zhao Qinghe
520016,60535,Chen Geng
521556,206402,Chick
522563,36624,
523086,293629,
523736,195964,
524221,329636,
525397,319747,
525777,60535,Chiang Kaishek
525978,258794,Khamit
526161,199561,
527648,204344,
527652,56930,
527688,312422,
527974,255510,
528971,274570,Dancer
530845,308999,Nicole Urbain
531564,5706,
532630,98913,Lois Lane
533253,338792,Ellie
534938,169041,
535165,6478,Amiga
536419,214644,
536641,122817,
536784,326356,
536930,350203,Wendy
537376,354487,
539085,310083,
543807,197108,
545168,217081,Mutter de Jong
546334,216470,
548062,235997,
550807,45309,Waitress
553057,47632,Nan Fowler
554300,377899,
555920,86567,
555920,224292,
558845,125395,
560744,93089,
561851,68072,Jake's lover
562433,307162,
562609,224029,Marie Wynn
563256,322498,Herself
566397,24129,
568644,376122,Seller
569391,350203,
571457,225702,
574234,185145,
576397,307732,
576857,58550,
576925,32518,Alison/Rebecca/Delores
577411,370742,
577867,61642,Sarah Preston
578093,154667,Herself
579156,38722,
579289,122817,
579302,371581,
579585,166783,
579623,51006,
582855,210063,
586369,362441,Sarah
591171,204630,
591640,71410,
592821,6940,
593104,126076,
593972,111425,Pit Bull Owner
595927,328878,
601741,318890,
603671,162645,
607579,99325,
609375,280363,
611530,195964,
611872,14673,
615316,16712,
615718,271361,Mrs. May
618997,145083,Herself
623616,278135,
625333,117533,Tekla
626661,69583,La baronne de Courtebise
631387,108860,
634056,15014,
637340,331328,Dancer
638706,131751,Aaron's Mother
639591,315386,Herself
641733,161663,Florence
642111,240951,The Woman
645659,51033,
649366,293475,
649686,209705,
650415,293116,Herself
650469,114986,
651303,143349,
653809,339853,Molly
653848,305176,
655504,106606,Lois
657665,119736,Speaker
658922,144486,Hiawatha
659251,162679,Narrator
664172,4233,
664606,70992,
664989,271903,
665765,327369,
669073,218639,
671124,208682,Keiko
673656,72722,Janey
675146,141627,Sister Angela
676236,84505,
677049,206402,Rose
678505,162452,
686198,299614,Shona
686683,285386,Clairvoyant Medium
688474,347562,Daughter of Obsessed Roseanne
691567,212419,
693059,217655,
694175,35660,Tipper Taylor
694648,204024,Mandy
698595,97848,
700560,368778,
701674,19658,
703010,92387,Herself/Speaker
703423,161663,Klara
703754,127635,
703990,204344,
704821,158505,Herself
706642,166402,
709456,322498,Herself
711609,253831,
714276,245642,
715100,191512,Herself
716434,273575,Herself
720103,330777,
724983,90778,
733749,153430,
736531,297301,Taozhi
737513,89093,
737997,7211,
741272,204024,Grandmother
745562,325329,
746502,41055,
748034,29655,(1983)
748303,112948,
750021,355368,Herself
752043,11079,
752183,107722,Cyklist
758291,141450,
761020,35336,Betty Boop
761020,86908,Betty Boop
761020,306402,Betty Boop
761424,307540,
762075,286654,
766111,167404,Xuehua
766314,144712,Antonia
766600,304045,Self
