id,name,year,rank
54320,"Capitn Centellas, El",1941,
176984,Killing Spree,1987,3.1
300763,Si's Wonderful Mineral Spring,1914,
214126,Million v brachnoj korzine,1986,6.4
220916,Mr. Emmanuel,1944,7.0
203090,"Man from Thunder River, The",1943,
125395,Gemengde berichten,1995,
207883,Matisse ou Le talent de bonheur,1960,
145083,Highway Amazon,2001,
118105,Fosforlu Cevriye,1969,
340810,True Love,2003,
97030,Eaten Alive,1977,4.7
202240,Maldone,1928,7.5
139923,"Hasty Hare, The",1952,7.9
74011,Cruel Intentions 2,2000,
6936,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,6.1
204344,Maniqui,1985,
48796,"Buenas intenciones, Las",2000,
187151,"Legacy, A",2003,
355337,"Vision Beautiful, The",1912,
26311,"Baby der schwangeren Toten, Das",1994,
89742,Dolores Claiborne,1995,7.1
75842,Cyclone Buddy,1924,
147226,Hodina zivota,1981,
367094,Wizards,1977,6.1
223951,My Friend From India,1927,
13547,Amblin',1968,8.4
54321,"Capitn de Loyola, El",1949,
325695,Tatort - Kindstod,2001,
312600,St. Pauli Nacht,1999,6.1
364834,Widow by Proxy,1919,
169698,Joze to tora to sakana tachi,2003,8.3
191659,"Little Blonde in Black, The",1915,
153752,"Hssliche, Die",2000,
173651,Kapel',1981,
339999,Trisulam,1983,
306862,"Soda Water Cowboy, The",1927,
314884,Stillwatch,1987,
373798,Zaman,2004,
216470,Mixed Policies,1936,
107827,"Fall X701, Der",1966,5.2
180386,Korpisen veljekset,2002,
218210,Monolog eines Stars,1974,
289221,"Say Amen, Somebody",1982,6.2
292531,"Secret of NIMH, The",1982,7.2
37871,Bill's Monicker,1915,
298121,She's with Me,1982,
180738,Krasavets-muzhchina,1978,
211223,Mer bake,1996,
94593,"Duda, La",1972,
40427,Blauugig,1989,7.1
234457,Nocn motl,1941,
69971,"Contes d'Hoffmann - I racconti di Hoffmann, Les",1995,
308999,Soother,2001,
369870,XIV premios Goya,2000,
142240,"Held an meiner Seite, Der",2001,
344039,Ucieczka z kina 'Wolnosc',1991,7.5
56297,Casimir,1950,2.7
86963,Dinner at the Ritz,1937,5.1
129007,Giuditta - Freunde das Leben ist lebenswert,1970,
95510,Dutch,1991,5.6
253915,Peter Pan,1960,
336716,"Touch of the Sun, A",1979,2.5
73482,Crisis in Sun Valley,1978,
111394,Fernando de Noronha - A Esmeralda do Atlntico,1987,
138275,"Handvoll Hoffnung, Eine",1978,
141627,"Heaven Knows, Mr. Allison",1957,7.4
205292,Marco Millions,1939,
315648,"Story of an Albany Farm, The",1998,
276890,Return to Snowy River,1988,5.5
124903,Gebroken spiegels,1984,6.6
227008,"Naked Spur, The",1953,7.4
340177,"Trois mousquetaires: Les ferrets de la reine, Les",1961,5.7
98913,Electric Earthquake,1942,7.2
362441,What We Have,2000,
364093,White-Whale Hunters of Anse-Aux-Basques,1960,
375758,Zone bleue,1993,
118696,Fram fr lilla Mrta,1945,4.8
351632,Venganza Apache,1960,
75687,Cutey and the Twins,1913,
303582,Siyahli kadin,1966,
75739,Cuvar plaze u zimskom periodu,1976,6.7
92112,Down and Out in Beverly Hills,1986,5.9
274296,Red Rum,2000,
40641,Blind Date (2001/II),2001,
239790,"Old Settler, The",2001,
40178,Blackwood,1976,
293629,Seitsemn laulua tundralta,1999,7.0
2321,35 Miles from Normal,1997,6.8
84521,Deus Ex Machina,2003,
54930,Career,1959,6.4
315162,Stolen Sweets,1934,
347341,"Unknown Purple, The",1923,
215435,Miso,2003,5.0
150398,Hot Stuff,1956,5.9
288245,Sargam,1950,
357734,Vrj Vlagyimir,2001,
60649,Cheonsayeo oseul ibeora,1970,
330777,This Is No Time for Romance,1966,
118731,Frames from the Edge,1989,6.5
263173,"President's Mystery, The",1936,7.0
255510,"Piel desnuda, La",1966,
27916,"Baisers de secours, Les",1989,8.2
171234,Just Out of Reach,1979,
167625,Jim Hall: A Life in Progress,1998,
297093,"Shake, Rattle & Roll 2",1990,
331935,Throw Out the Anchor,1974,
304801,"Sleeping Lion, The",1919,
12532,Alta poltica,1957,
3143,82,2000,
305964,Snakeville's Debutantes,1915,
84486,Deuce Bigalow: Male Gigolo,1999,5.5
136961,"Habitacin blanca, La",2000,
8045,Afurika monogatari,1981,4.0
213468,"Mighty Kong, The",1998,
184233,Lambada (1990/II),1990,
87191,Direktor,1969,
36565,Bickford Schmeckler's Cool Ideas,2005,
278004,Riders of the West,1942,
316047,"Strange Case of Dr. Jekyll and Mr. Hyde, The",1989,
40559,Bleu comme l'enfer,1986,4.8
271361,Raising the Wind,1925,
107428,Fair Game,1995,3.9
51033,Byeowa sali taneun bam,1985,
337664,"Trail to Yesterday, The",1918,
252787,Pere,2000,
101868,Entre las redes,1967,
361772,"Western Musketeer, The",1922,
318592,Suli-buli,1982,
234455,Nocn hovory s matkou,2001,4.4
29550,Bar-Mitzvah,1935,
306402,So Does an Automobile,1939,5.2
143688,Herencia Imperial (frica y los Reyes Catlicos),1952,
238694,Office Space,1991,7.9
38022,Billy Makes the Cut,2003,
82733,Demons at the Door,2003,
103956,Establishing a Just Society (1972-1984),1994,
329974,There Was a Crooked Man...,1970,6.8
87664,Discussion de m. Janssen et de m. Lagrange,1895,
58288,Cet obscur objet du dsir,1977,7.7
334621,"Todesking, Der",1989,5.8
80821,Deadly Rhapsody,2001,2.4
305631,Smith's Picnic,1926,
145690,"Hire: Hostage, The",2002,7.2
131716,Goodbye America,1997,5.1
258854,Poil de carotte,2003,
188437,Let's Sing along with Popeye,1934,
95135,Dummy,2002,6.6
308898,"Sonora Kid, The",1927,
273483,Reality Unleashed,2004,
118548,Foxfire,1996,5.5
363249,When You're Smiling,1950,
189982,Life,1999,5.7
286978,San giu cheung yee sang,1999,2.5
231021,"Newlyweds' Shopping Tour, The",1927,
105726,Executive Power,1997,
204024,Mandy's Grandmother,1978,
238529,Of Muppets and Men: The Making of 'The Muppet Show',1981,
359887,Watch Your Watch,1918,
195964,Love on the Pyramids Plateau,1984,
2685,5 pollas en peligro,1986,
220637,"Moving Finger, The",1963,
180339,Korn: Who Then Now?,1997,
362118,What About Daddy?,1942,
47659,Broncho Billy Evens Matters,1915,
41095,Blondie of the Follies,1932,6.0
42966,"Bohme, La (1988/II)",1988,
35594,Beware! The Blob,1972,3.6
58924,Chanakya Chandragupta,1977,
343936,U2: The Best of 1980-1990,2002,
140036,Hatsukoi: Jigoku-hen,1968,6.8
331117,Those We Love,1932,4.9
214644,"Mini-cakes: qui a bu boira, Les",2000,
109822,Father Beauclaire,1912,
336652,Touch and Go,1955,4.0
111768,Feuerwerk,1954,5.4
287445,Sangre en Ro Bravo,1966,
111777,Feux de joie,1938,
178181,KISS: eXposed,1987,
29893,Bare Fists,1919,
376810,Por qu lo llaman amor cuando quieren decir sexo?,1992,6.7
332696,Tierra sangrienta,1979,
57508,Ce corps tant dsir,1959,
367681,"Woman's Devotion, A",1956,4.8
119108,Frats,2004,
322077,Szeptember,1999,
194868,Lost in the Stratosphere,1934,3.7
77992,Danger! Women at Work,1943,
258666,Podrzni jak inni,1969,
253898,Peter Ibbetson,1935,7.0
195955,Love on Crutches,1917,
197,'O Marenariello,1927,
122402,"Ftichiste, Le",2000,4.6
326356,Te'udat Ma'avar,1987,
276433,"Resurrection of Broncho Billy, The",1970,4.6
192630,Lives No Longer Ours,2003,
228378,Natsukashiki fue ya taiko,1967,
190954,"Limit, The",2003,4.1
82756,Demonstrator,1971,
197503,"Lunatic at Large, The",1927,
246751,Painting the Town,1992,4.6
78882,Dark Night of the Scarecrow,1981,
4198,Aakhri Goli,1977,
313432,Star Trek: Starfleet Academy,1997,
195483,"Love Boat, The",1976,
34384,"Bermuda Depths, The",1978,
155126,Ibaekoshibjo,1969,
132892,"Grand silence, Le",1997,
114582,Five,1951,6.3
69472,"Confidencias de un cineasta, Alejandro Galindo",1990,
166878,Jerk  Istambul,1967,
336767,Touch and Go,1957,7.7
128440,Girl Rush,1944,3.3
192190,"Little Rebel, The",1911,
75696,"Cutman, The",2003,7.3
342121,Tutti i colori del buio,1972,5.9
56930,"Caterpillar, contribuye al desarrollo del Plan Nacional de Carreteras",1964,
133995,"Greek Tycoon, The",1978,4.5
370075,Y maana sern hombres,1979,
95834,Dynamite,1949,
14624,Amongst Friends,1993,4.5
347083,Unidos por la garnacha,1990,
121858,Funny Valentine,2002,5.0
159872,Inmate Training: Part 1,1966,
274777,Regain,1937,8.3
3454,A Long yu xue ji,1986,
250609,Pathreela Raasta,1994,
274846,Regeneration,1915,7.3
286708,Sammy's Dilemma,2003,
129611,"Glotn, El",1967,
192814,"Livre de Marie, Le",1984,6.9
276545,Retour  la vie,1949,6.8
132646,"Gran aventura, La",1974,
163996,Iyueobtneun banhang,2001,
260327,Popdown,1967,
348023,Unutulmayan ask,1959,
83862,Desnuda en la arena,1969,
307162,Sokica,1996,
143924,"Heroes of Telemark, The",1965,6.0
352466,Veronica se ntoarce,1973,9.5
162645,Isang sulok ng mga pangarap,1994,
332081,Thunderbolt Jack,1920,
314434,"Stepdaughter, The",2000,3.5
224390,"My vesely, schastlivy, talantlivy!",1986,
124809,Gazapkhuli Sakenshi,1950,
89093,Dodir,1969,
131507,"Good Luck, Mr. Yates",1943,
17304,Aniol w Krakowie,2002,6.5
197506,"Lunatic, The (1991/I)",1991,3.9
54534,Captain Kiddo,1917,
6082,Ad Sof Halaylah,1985,
101390,Englar alheimsins,2000,7.0
304875,Sleepyhead,2000,
235745,"Notte dei fiori, La",1970,
68266,Command & Conquer,1995,
295505,Sevgili dayim,1977,
105705,"Execution of Mary Stuart, The",1895,5.1
201529,Making a Man of Johnny,1915,
347309,"Unjust Suspicion, An",1913,
10017,"Albany Bunch, The",1931,
102227,Equilibrium As Principle,1995,
271355,Raising the Heights,1998,4.9
326224,"Taxista, El",1994,
291252,"Scream Team, The",2002,
160732,Intan Mahsuri,2002,
307805,"Sombra del otro, La",1957,
121582,Full utrykning,1971,
183340,Ladies and Gentle-Men,1960,
315226,"Stone of Mazarin, The",1923,
169047,Jordan Is a Hard Road,1915,
156619,Im Blickpunkt - Landwirtschaft,1967,
269666,"Question of Honor, A",1922,
369522,Xenogenesis,1978,3.9
107581,Faithful in My Fashion,1946,4.6
117091,For Love of the Game,1999,6.1
286654,Samia,1997,
292310,Secret Agent X-9,1945,6.6
143861,"Hero of Piperock, The",1926,
114839,"Flame Barrier, The",1958,4.3
339040,Tren suburbano,2001,
146010,His Jonah Day,1920,
142430,Hell's Angel,1971,
335316,Tomorrow,1972,7.4
246488,"Pagan, The",1929,7.5
81605,"Decision of Christopher Blake, The",1948,5.7
28735,Bamanabatar,1939,
24129,Augenblick,1986,
38722,"Birthday Party for Julia Child: Compliments to the Chef, A",1992,
26487,Babylon - Im Bett mit dem Teufel,1992,
156082,II Movimento de Abertura da Sinfonia Panamrica,1988,
46662,"Brewerytown Romance, A",1914,
125272,Gel fatal,1997,
159171,Indiana Jones and the Infernal Machine,1999,
147219,Hod u tami,1992,
23318,Atomic Filmmakers: Behind the Scenes,1999,
267025,Pulnocn kolona,1972,
207260,"Masque de fer, Le",1962,6.0
60246,Checkers,1919,
313865,Startup.com,2001,7.0
366595,"Wirtshaus von Dartmoor, Das",1964,5.9
204512,"Mann, der Sherlock Holmes war, Der",1937,7.6
116516,Follow That Dream,1962,5.3
369255,WWF In Your House 16: Canadian Stampede,1997,
285844,Sajaseong,1964,
2616,"49th Man, The",1953,6.1
171622,Jzsef s testvrei - Jelenetek a parasztbiblibl,2004,
226332,Nachtroute Brussel - Luxemburg,1974,
302709,"Singing Cowgirl, The",1939,
330405,Things,1993,4.5
344762,Um Homem e Sua Jaula,1969,
24796,Avalude Ravukal,1978,
169163,"Josephine Baker Story, The",1991,
277297,Revolver (2005/I),2005,
192238,"Little Samaritan, The",1917,
187011,"Lederstrumpf, 2. Teil: Der Letzte der Mohikaner",1920,
191194,Linnaisten vihre kamari,1945,7.4
108782,"Fantastische Nacht, Das",2003,5.5
236046,"Novo, novo vrijeme",2001,
92387,DR-Explorer i steuropa,2001,
100662,Enchanted April,1935,6.4
19187,Apprentice,1999,7.2
370117,Y2K (1999/I),1999,4.2
62037,China O'Brien II,1991,4.3
202667,"Mama, ich lebe",1977,8.7
223478,"Mutter, ich will nicht sterben!",1994,
230595,New Delhi Times,1986,8.2
344547,"Ultimate Thrill, The",1974,6.0
138506,Hans im Glck,1949,
350181,Vampire Circus,1972,6.0
333194,Time Barbarians,1990,3.2
141788,Hedda Gabler,1917,
300481,Shunkin monogatari,1954,
58888,Champions Juniors,1951,
63799,Cici berber,1933,
9965,Alaska,1996,5.7
323134,Taiho shichauzo,1994,
205669,Marianela,1972,6.2
63757,Ciao bambino,2004,
191672,Little Boy Blue,1916,
306212,Snow Business,1953,6.6
81615,"Decisin de San Mateo, La",2001,
100541,En voiture!,1991,
149322,"Hooked Generation, The",1968,2.3
369376,Wyscig pokoju - Warszawa-Berlin-Praga 1952,1952,
249716,Pas de Stoelen,1994,
163485,It's a Wonderful Life,1946,8.6
187249,"Legend of Frank Woods, The",1977,
45544,"Boyau de la mort, Le",1984,
122471,Frhret,2001,4.6
188973,"Lewis Mumford on the City, Part 3: The City and Its Region",1963,9.0
172691,Kaliber Deluxe,2000,7.1
169180,Josh's Suicide,1911,
308157,Somewhere in America,1917,
68534,"Community Sing: Series 2, No. 4",1937,
273919,Recovering from Traumatic Events,2001,
285713,"Saint in Palm Springs, The",1941,5.8
4536,Abandon,2002,4.7
41872,Blue Moon,1986,
289332,"Sbandata, La",1974,
292306,Secret Agent of Japan,1942,5.8
218639,Monyeo,1958,
151823,Hr. Petit,1948,
243560,"Origen del problema, El",1997,6.8
258794,Pogonya v stepi,1979,
163919,Ivanhoe (1913/II),1913,
47116,Bringing Down the House,1999,
319771,"Supreme Sacrifice, The",1913,
276971,Revancha,1948,
217227,"Moi, le dormeur",1996,
5563,"Ace of Scotland Yard, The",1929,
247907,Pantomimus,2003,
92555,Dr. med. Mord,1998,
16397,Andrew Lloyd Webber: The Royal Albert Hall Celebration,1998,
49726,Burdel,1982,
252914,"Perfect Match, A",1930,
157342,Imya,1988,
272616,"Rat, The",1937,
61992,Chin se tai yang,1976,3.5
290029,Schiefweg,1986,
229963,Neramu Siksha,1973,
187397,"Legende menneske, Det",1986,
175479,Ken Park,2002,6.0
55822,"Cartoon Film, The",1969,
147567,Holivud ili propast,1991,
12428,Alpine Rendezvous,1936,
143055,Her Cousin Fred,1912,
189989,Life After Hockey,1989,
212135,Meu Japo Brasileiro,1965,
195170,Louise (Take 2),1998,
155209,Ice,1998,
228755,Navarathri,1966,
225820,Na Corda Bamba,1958,
137146,"Hah, a tenger!",1972,
168448,John,1992,
6194,Adam's Rib,1949,7.6
203303,"Man of Nerve, A",1925,
281448,"Room, The",1992,
143658,"Here, Prince",1932,
322488,Spah no onna,1996,7.8
309286,"Sorry, Wrong Number",1948,7.4
217305,"Mojada engaada, La",1990,
144486,Hiawatha,1909,
337468,"Tragedy at Midnight, A",1942,
38,'38,1987,6.7
268549,Q&A at the DGA: Rob Epstein and Tom Ammiano,2004,
252285,"Penny Promise, The",2001,3.7
241616,One Nutty Night,1930,
61642,Child's Play,1985,
112830,"Fille des chiffonniers, La",1922,
46605,Brenda of the Barge,1920,
148719,"Homme qui valait des milliards, L'",1967,5.8
337328,"Tracker, The",2002,7.3
61265,Chicken Every Sunday,1949,5.9
299925,"Shot at Glory, A",2000,6.5
197569,"Lunga notte di Veronique, La",1966,
319747,Suppenkasper,1994,
65477,"Clean-Up Man, The",1928,
290984,"Scorched Earth, The",1942,
209034,Me has hecho perder el juicio,1973,
44408,Born Again,1978,3.0
99918,Emily (1977/II),1977,
272195,Ranjeni orao,1977,
118853,Frank Capra,1973,
117673,Forever Young,1991,
73442,Crimson Wings,1999,
190572,Lightning Jack,1994,4.7
156431,Ilk ve son,1955,
206402,Marriage Wows Series: Domestic Bliss-ters,1934,
276938,Reunion,1932,
93958,Drop Dead Gorgeous,1991,
90928,"Doorman, The",1999,5.9
262072,"Power of the Whistler, The",1945,6.9
109782,Fate's Boomerang,1916,
378559,berleben Sie mal,1962,
323825,Tales from Hollywood,1992,
28690,"Balsa de piedra, La",2002,6.2
54657,Captives,1994,6.0
261998,"Power and the Glory, The",1941,
333245,Time Gentlemen Please!,1952,8.0
90379,"Don't Run, Johnny",1998,2.4
261945,Povratak na rodno drvo,1968,
187137,Legacy of Kain: Defiance,2003,
261993,Power and Fear: The Hollywood Graylist,1990,
80702,Deadly Appearances,2000,
196040,Love Sickness at Sea,1913,
339853,Trip to Yatkumchatka,2003,
151923,Hu kou yuan yang,1967,
13046,"Amante anda suelto, Un",1970,
214517,Mindgame,1998,
48176,"Bruits de la ville, Les",1998,
376214,Zvezda,2002,7.8
72275,"Cowboy Millionaire, The",1909,
317718,Sua Eccellenza si ferm a mangiare,1961,6.9
205137,"Marca del Hombre-lobo, La",1968,3.3
287815,Santee,1973,5.1
10316,Alex Holeh Ahavah,1986,6.7
288778,Satyakam,1969,9.8
46109,"Braune Faden, Der",2000,
224445,Mya's Normal Night,2003,
201719,"Making of 'Midnight Express', The",1977,
18119,Antara Dua Darjat,1960,
377899,"tapes d'une douleur, Les",1919,
273575,Reba In Concert,1991,
163068,Issa le tisserand,1985,
215586,Miss Maria,2000,
56145,"Case for Murder, A",1993,
311500,Split,1989,5.8
105622,Exchange Is No Robbery,1898,
217655,Mon chien,1955,
47418,Broke Ground,2004,
304080,Skippy,2001,3.8
141450,Hearts and Flowers (1914/I),1914,
308955,Sontob,1994,4.0
264936,Privileged,1982,5.4
87156,Direct From Brooklyn,1999,
289524,"Scarecrow, The",2000,
